commentCount,comment_description_cosine,comment_title_cosine,comment_total_words,comment_unique_words,dislikeCount,keyword,keyword_decription_cosine,keyword_title_cosine,likeCount,negative_comment_count,neutral_comment_count,postive_comment_count,rank,video_id,viewCount
81.0,4.915333964462398,2.4244888133720486,1764.0,1413.0,11.0,intermediate hyperglycemia,0.0,0.0,11.0,5.0,11.0,34.0,4.0,szaXGtqfIxc,12609.0
191.0,2.752165147341518,3.310052624992073,2347.0,1893.0,0.0,intermediate hyperglycemia,0.008637880105035908,0.0,0.0,4.0,7.0,89.0,5.0,pAhHxt663pU,185825.0
0.0,0.0,0.0,0.0,0.0,0.0,intermediate hyperglycemia,0.033509716484527705,0.08776700791275692,0.0,0.0,0.0,0.0,6.0,za50Y7fbxVs,36.0
28.0,1.6438071329364075,0.602741321861767,497.0,394.0,29.0,intermediate hyperglycemia,0.008185458668685565,0.0,29.0,2.0,4.0,16.0,7.0,GKSp2Ogv564,44602.0
31.0,1.4147262971970394,0.0,704.0,580.0,7.0,intermediate hyperglycemia,0.023118989163276576,0.0,7.0,0.0,3.0,23.0,8.0,LCQJX5V4Ask,35559.0
28.0,1.7783122110699994,0.7844279638278331,478.0,387.0,0.0,intermediate hyperglycemia,0.0077229538965990895,0.0,0.0,1.0,1.0,14.0,9.0,49Ki_in_Mgc,36059.0
1.0,0.0,0.0,2.0,2.0,3.0,intermediate hyperglycemia,0.06724168729084663,0.0,3.0,0.0,0.0,1.0,10.0,dhGvYjHzcIU,4375.0
8.0,0.10397953960170388,0.0,165.0,132.0,2.0,intermediate hyperglycemia,0.0,0.0,2.0,0.0,2.0,3.0,11.0,K6Dr_lGkUgQ,930.0
0.0,0.0,0.0,0.0,0.0,0.0,intermediate hyperglycemia,0.12290984156048987,0.0,0.0,0.0,0.0,0.0,12.0,vhndIdNZZJg,2062.0
10.0,0.1011964172301566,0.0,77.0,72.0,7.0,intermediate hyperglycemia,0.014938499973132832,0.0,7.0,0.0,1.0,10.0,13.0,CRWhQuIxspA,13465.0
4.0,0.0,0.13721438484483217,49.0,42.0,1.0,intermediate hyperglycemia,0.0,0.0,1.0,1.0,0.0,3.0,14.0,lpHJP-oaLvI,7823.0
105.0,2.031890374869726,1.6696627722956086,1434.0,1190.0,0.0,intermediate hyperglycemia,0.020071915459610627,0.0,0.0,0.0,2.0,58.0,15.0,bK82X1KrCgg,139315.0
95.0,3.620425279963615,2.6814448920910254,1218.0,1050.0,65.0,intermediate hyperglycemia,0.04597345323315211,0.0,65.0,6.0,10.0,69.0,16.0,urW-SmYnYHM,183862.0
635.0,9.64890614895886,7.638720293559469,5652.0,3850.0,214.0,intermediate hyperglycemia,0.0,0.0,214.0,21.0,24.0,55.0,17.0,iTjDi2ZO0n8,501277.0
2.0,0.1101643694787553,0.0,75.0,65.0,5.0,intermediate hyperglycemia,0.010749959020401722,0.0,5.0,1.0,0.0,1.0,18.0,vdEDa-B25jA,6795.0
0.0,0.0,0.0,0.0,0.0,0.0,intermediate hyperglycemia,0.014693735632237174,0.0,0.0,0.0,0.0,0.0,19.0,WjLUAB289Wc,6.0
0.0,0.0,0.0,0.0,0.0,0.0,intermediate hyperglycemia,0.0,0.0,0.0,0.0,0.0,0.0,20.0,LgHx0YYsLJk,451.0
1.0,0.0,0.0,1.0,1.0,1.0,intermediate hyperglycemia,0.06801061999882768,0.0,1.0,0.0,0.0,1.0,21.0,wwA84LxULBA,2974.0
3.0,0.19557724220445016,0.37026169729169733,92.0,64.0,1.0,intermediate hyperglycemia,0.0,0.0,1.0,0.0,0.0,3.0,22.0,M0mATcyXeeM,5481.0
0.0,0.0,0.0,0.0,0.0,0.0,intermediate hyperglycemia,0.0,0.0,0.0,0.0,0.0,0.0,23.0,l25IpgRVSZg,107.0
3.0,0.17061663626012336,0.0,30.0,29.0,0.0,intermediate hyperglycemia,0.026834102341620543,0.0,0.0,0.0,1.0,1.0,24.0,hmyWEMJdpbY,640.0
2.0,0.5041133843443282,0.23853843815161752,20.0,20.0,1.0,intermediate hyperglycemia,0.0,0.0,1.0,0.0,0.0,2.0,25.0,t-bSg34wWg0,3035.0
1.0,0.0,0.0,7.0,7.0,2.0,intermediate hyperglycemia,0.0,0.0,2.0,0.0,0.0,1.0,26.0,iBOZcg55oSQ,14589.0
16.0,1.9037174031729538,0.17053109051452053,527.0,379.0,41.0,intermediate hyperglycemia,0.03090926767542607,0.0,41.0,2.0,2.0,9.0,27.0,h2FBeAJVO-4,4100.0
1.0,0.19087106791543038,0.18437838716038246,20.0,20.0,1.0,intermediate hyperglycemia,0.0,0.0,1.0,0.0,0.0,1.0,28.0,JUAGT3fwZtY,1552.0
0.0,0.0,0.0,0.0,0.0,0.0,intermediate hyperglycemia,0.015359490554805458,0.0,0.0,0.0,0.0,0.0,29.0,wlyriLFS5M0,1.0
329.0,8.86577997109306,4.85714242738764,4393.0,3305.0,167.0,intermediate hyperglycemia,0.0,0.0,167.0,24.0,16.0,60.0,30.0,8J9DfeOYBKs,387529.0
2.0,0.0,0.0,1.0,1.0,0.0,intermediate hyperglycemia,0.026383807866914986,0.0,0.0,0.0,1.0,0.0,31.0,8u3IWniWlWc,580.0
32.0,2.6948366087334303,0.6603425058027147,1104.0,684.0,4.0,intermediate hyperglycemia,0.008118985591807364,0.0,4.0,3.0,1.0,15.0,32.0,Xkt6VTo3eb4,32786.0
1.0,0.10554988591872982,0.0,87.0,61.0,0.0,intermediate hyperglycemia,0.0,0.0,0.0,0.0,0.0,1.0,33.0,ad8AF4XDydM,609.0
0.0,0.0,0.0,0.0,0.0,0.0,intermediate hyperglycemia,0.021290077145955127,0.0,0.0,0.0,0.0,0.0,34.0,Q-n-BRvSaK0,236.0
1.0,0.013309477564349336,0.0,1.0,1.0,5.0,intermediate hyperglycemia,0.004375661025079611,0.0,5.0,0.0,1.0,0.0,35.0,zijSzLTjtt4,1054.0
0.0,0.0,0.0,0.0,0.0,0.0,intermediate hyperglycemia,0.0,0.0,0.0,0.0,0.0,0.0,36.0,1teEi1piQrM,3731.0
3.0,0.0,0.0,1.0,1.0,0.0,intermediate hyperglycemia,0.0,0.0,0.0,0.0,2.0,0.0,37.0,i8kdt7eopYY,204.0
0.0,0.0,0.0,0.0,0.0,1.0,intermediate hyperglycemia,0.0,0.0,1.0,0.0,0.0,0.0,38.0,PQpEpCCc6eM,2388.0
24.0,0.6515422054950534,0.6132068192856039,646.0,550.0,13.0,intermediate hyperglycemia,0.0,0.0,13.0,3.0,5.0,16.0,39.0,ZAYt0VMnlN4,5604.0
18.0,0.47547159330306044,0.6697196561383271,432.0,370.0,3.0,intermediate hyperglycemia,0.0,0.0,3.0,0.0,3.0,14.0,40.0,QAT_a8Mhyu0,5806.0
9.0,0.13937351394449143,0.06710622282598443,52.0,50.0,0.0,intermediate hyperglycemia,0.0,0.0,0.0,0.0,0.0,5.0,41.0,c8RIC7bPZq8,3352.0
9.0,0.4816086321200941,0.541883771460676,439.0,315.0,1.0,intermediate hyperglycemia,0.0,0.0,1.0,1.0,2.0,6.0,42.0,zGBdcxaIIDg,1234.0
17.0,0.9466673381639789,0.651217394786564,440.0,340.0,1.0,intermediate hyperglycemia,0.0,0.0,1.0,0.0,4.0,13.0,43.0,kQSEx7kmugs,3622.0
583.0,4.067628788359025,2.402034319418555,1858.0,1575.0,183.0,intermediate hyperglycemia,0.0,0.0,183.0,15.0,29.0,56.0,44.0,fR3NxCR9z2U,903851.0
0.0,0.0,0.0,0.0,0.0,0.0,intermediate hyperglycemia,0.0,0.0,0.0,0.0,0.0,0.0,45.0,K9G6pWsHI8M,25.0
0.0,0.0,0.0,0.0,0.0,1.0,intermediate hyperglycemia,0.02031535887105849,0.0,1.0,0.0,0.0,0.0,46.0,-rGWHLYzitM,120.0
0.0,0.0,0.0,0.0,0.0,0.0,intermediate hyperglycemia,0.023086965026385593,0.0,0.0,0.0,0.0,0.0,47.0,BYbSrHOydCM,6.0
0.0,0.0,0.0,0.0,0.0,0.0,intermediate hyperglycemia,0.01325734080673911,0.0,0.0,0.0,0.0,0.0,48.0,BH3t018IM-M,117.0
804.0,4.062322424528217,2.460116022878909,7211.0,4786.0,74.0,PCOS,0.09092782081085964,0.3363150406405352,74.0,46.0,15.0,39.0,0.0,-y6NkP_VaAQ,183170.0
628.0,5.757767780457492,4.373527686891472,3357.0,2499.0,205.0,PCOS,0.26946264682037036,0.3363150406405352,205.0,29.0,23.0,48.0,1.0,YR3rrZV8HVQ,290934.0
167.0,8.551201564328178,3.72066473534485,5019.0,3601.0,45.0,PCOS,0.056768803659795385,0.21948824838040562,45.0,25.0,11.0,61.0,2.0,GqoUzm8ej5k,61433.0
3639.0,2.150531406086798,1.9048665605029236,6150.0,4221.0,561.0,PCOS,0.0313748043758239,0.0,561.0,28.0,16.0,56.0,3.0,Ylkj2ORlwXc,944680.0
417.0,7.510108021097168,1.7951905100944063,5154.0,3620.0,241.0,PCOS,0.15629591006800744,0.3280783110756042,241.0,29.0,23.0,48.0,4.0,FsNKyKS7M_s,1382687.0
112.0,1.0844047936677739,2.412467952302884,1366.0,1156.0,218.0,PCOS,0.0,0.2842853829563292,218.0,14.0,21.0,28.0,5.0,pPhx9wDmhwY,606595.0
243.0,3.9452764849338506,4.877715551342811,4264.0,3239.0,56.0,PCOS,0.04727440367048428,0.4142632856104559,56.0,24.0,12.0,64.0,6.0,pW0G8jH3BwI,79663.0
191.0,4.790687404517098,4.135411525194586,4316.0,3172.0,43.0,PCOS,0.07817141828353633,0.26193975520639246,43.0,30.0,5.0,49.0,7.0,Ig8JNw-Znt0,56021.0
538.0,8.289777474928558,3.9518326961075143,4229.0,2966.0,189.0,PCOS,0.0,0.2637663757328758,189.0,24.0,20.0,53.0,8.0,mkTri6cBe3Q,293150.0
222.0,6.11005620192362,5.944308575666847,1903.0,1601.0,48.0,PCOS,0.17253538170542146,0.1710902112066385,48.0,17.0,34.0,49.0,9.0,ZIcdZjG8VUk,22840.0
706.0,7.739319767056259,4.0232497247545,4776.0,3555.0,58.0,PCOS,0.06924214932273712,0.4329413003218475,58.0,34.0,16.0,49.0,10.0,HEwtG3FIIWY,124261.0
284.0,5.005872956036883,4.020507998612271,2687.0,2121.0,188.0,PCOS,0.0674335214251739,0.3363150406405352,188.0,33.0,23.0,44.0,11.0,1vuxVMhz9KE,447494.0
565.0,3.0578013635757797,4.184479850281596,3901.0,3057.0,194.0,PCOS,0.0,0.2812214222566028,194.0,8.0,9.0,83.0,12.0,LxsUZUI0MkI,189055.0
73.0,3.091724131499666,3.0190834436523786,2037.0,1459.0,14.0,PCOS,0.11704425546654514,0.4091228607670866,14.0,13.0,5.0,22.0,13.0,KQVHtp609p8,18570.0
162.0,6.674252298581525,1.872274227397528,2924.0,2204.0,11.0,PCOS,0.0,0.32992832145736584,11.0,13.0,20.0,49.0,14.0,mpM-5BtUg6Q,22310.0
35.0,3.601871822007057,0.8277092386203202,1025.0,729.0,3.0,PCOS,0.13938611782643645,0.2868006489817671,3.0,4.0,0.0,15.0,15.0,YHf5dJNWfxA,7169.0
79.0,3.4254163115596956,4.078938616985611,2989.0,2136.0,8.0,PCOS,0.0,0.4512414756359306,8.0,4.0,3.0,44.0,16.0,oJjLKEGOrFk,28248.0
677.0,6.192890369077212,6.588095076872081,5959.0,4180.0,170.0,PCOS,0.06645025016526707,0.3280783110756042,170.0,25.0,15.0,60.0,17.0,bFlWfBThT4M,262704.0
0.0,0.0,0.0,0.0,0.0,31.0,PCOS,0.07320960845169508,0.29225439586501756,31.0,0.0,0.0,0.0,18.0,JC7AiQmAynE,94941.0
49.0,2.080001229266831,0.5987332034543122,1225.0,1002.0,34.0,PCOS,0.04941260780032987,0.22881743601674914,34.0,11.0,3.0,25.0,19.0,kpF0UOI1Lf0,74125.0
35.0,0.7031706338910958,0.6952855045782649,488.0,436.0,14.0,PCOS,0.03738717518213799,0.24259369753845736,14.0,0.0,13.0,11.0,20.0,PnMrbf_nNJ8,7689.0
254.0,2.2356144451093694,2.8847300222483,2494.0,2066.0,221.0,PCOS,0.10260678381583038,0.238492711069584,221.0,23.0,26.0,51.0,21.0,JURdHrYzTYo,395404.0
381.0,2.604674534779616,3.6247827146258356,2866.0,2335.0,127.0,PCOS,0.0,0.2989843680709143,127.0,15.0,20.0,63.0,22.0,rnCfKHE0xz0,125483.0
17.0,1.1106109718886503,0.4926501203151844,481.0,327.0,4.0,PCOS,0.13890214415027577,0.3452050168649658,4.0,0.0,1.0,7.0,23.0,Fo3XCdfiaIw,2554.0
33.0,1.5378448998970784,0.7999247567116976,469.0,383.0,3.0,PCOS,0.016766832722396912,0.26193975520639246,3.0,8.0,4.0,6.0,24.0,rZ1aJvgLejY,19005.0
227.0,6.992263914430273,3.9482525381113476,3119.0,2476.0,34.0,PCOS,0.09796255095939402,0.2553735987952892,34.0,11.0,21.0,66.0,25.0,SHmjM_EHrzM,81342.0
27.0,0.9550673839269371,1.152745660408087,795.0,570.0,1.0,PCOS,0.09848306510946164,0.2482012982835111,1.0,1.0,4.0,10.0,26.0,kzcOlERysSE,3599.0
148.0,3.972278235532575,2.5399124725012925,5052.0,3641.0,88.0,PCOS,0.0,0.2930479866955796,88.0,26.0,9.0,65.0,27.0,o1S25Tw6i6I,49442.0
20.0,0.5054453791710136,0.25023801322046335,359.0,235.0,8.0,PCOS,0.2552436229350712,0.36196500098839357,8.0,2.0,3.0,1.0,28.0,irFnLb8M_MA,22171.0
3735.0,9.344501442478974,2.2279071258717535,8352.0,5647.0,81.0,PCOS,0.0,0.3661795714211074,81.0,16.0,6.0,78.0,29.0,1qy2XHF4qYY,114856.0
21.0,1.4267261558811553,0.7511794026824996,623.0,464.0,10.0,PCOS,0.052721978919346664,0.3363150406405352,10.0,5.0,0.0,9.0,30.0,wf3gM4Hzsbo,5400.0
136.0,2.8708578564201708,5.800752882302463,3080.0,2264.0,10.0,PCOS,0.0724229305683993,0.19156445128108998,10.0,17.0,7.0,37.0,31.0,nHuO80WbrDI,24277.0
134.0,3.8162816099845913,4.080557901290535,1743.0,1533.0,31.0,PCOS,0.16993088038060022,0.142732483372022,31.0,14.0,35.0,51.0,32.0,tmmPhWz_80w,19838.0
15.0,0.98384291258852,0.2757019496308776,247.0,196.0,12.0,PCOS,0.01706821010313646,0.3280783110756042,12.0,1.0,0.0,7.0,33.0,gKx2HB6qU_M,33017.0
88.0,0.7215380682279644,0.5062058255426812,604.0,555.0,95.0,PCOS,0.0,0.501323425932967,95.0,7.0,13.0,33.0,34.0,9Nu78IDsrdU,252211.0
11.0,0.19486499102645644,0.07264924654455943,239.0,193.0,15.0,PCOS,0.13372892039054676,0.3731188059313277,15.0,2.0,1.0,5.0,35.0,aXB6XzZZhCg,66716.0
219.0,8.979040574584735,5.162004745357259,4915.0,3536.0,25.0,PCOS,0.05226256961483211,0.3280783110756042,25.0,22.0,15.0,62.0,36.0,YqOuYp0oBUs,66734.0
219.0,6.5314660749608,7.8010632677201945,4389.0,3079.0,52.0,PCOS,0.2578013636868926,0.19595940397254055,52.0,31.0,27.0,41.0,37.0,ciU9HCrwuD8,48824.0
189.0,6.678105974441666,4.934643260613649,5129.0,3602.0,9.0,PCOS,0.021291739282604593,0.28164124937437185,9.0,27.0,11.0,48.0,38.0,rTDJDgKD2sc,19001.0
84.0,0.14512418068283936,0.17985364940894066,475.0,430.0,28.0,PCOS,0.0,0.3220024178194947,28.0,2.0,20.0,14.0,39.0,gM8oJdMW7Qk,41961.0
330.0,1.7836165924361627,3.355716843513506,7681.0,5151.0,27.0,PCOS,0.027394491759552997,0.1774011885332666,27.0,30.0,11.0,59.0,40.0,ZHTdmMJtY5E,73890.0
64.0,0.7701155797466677,0.2307588109512674,1281.0,1074.0,28.0,PCOS,0.12506435543770245,0.2660749625405929,28.0,8.0,15.0,10.0,41.0,4YAOuftjukU,20611.0
73.0,6.543528126432802,1.1875144103685416,2061.0,1477.0,4.0,PCOS,0.017388777032933816,0.28164124937437185,4.0,8.0,4.0,24.0,42.0,F0YXso99Edg,13746.0
265.0,2.8071057966781736,1.6712483237964608,1345.0,1179.0,225.0,PCOS,0.21770721580465657,0.36196500098839357,225.0,11.0,38.0,51.0,43.0,etwGrcOeJPM,252036.0
107.0,0.54330024089529,0.6203841703141035,1972.0,1626.0,43.0,PCOS,0.023143974954931427,0.19595940397254058,43.0,14.0,30.0,27.0,44.0,lCO-DnPlOpE,72918.0
37.0,1.9328843325544447,1.7223042613893544,991.0,760.0,1.0,PCOS,0.19973972047782565,0.24259369753845736,1.0,5.0,4.0,15.0,45.0,CkhLUaCTGKI,4512.0
11.0,0.0,0.0,4.0,4.0,1.0,PCOS,0.0,0.5773502691896257,1.0,0.0,9.0,0.0,46.0,C-rWpPMH3WA,9144.0
172.0,8.342211991538088,2.564809898119305,2622.0,2096.0,51.0,PCOS,0.19959310928073087,0.21714967011684577,51.0,19.0,18.0,55.0,47.0,rUSHbKRvGlE,178345.0
10.0,0.10544468765077027,0.19230800913802124,99.0,87.0,2.0,PCOS,0.1161675593439641,0.32274454218049126,2.0,0.0,6.0,0.0,48.0,4sgvcai-B7g,14830.0
133.0,5.152817048827728,3.611876448926587,3461.0,2582.0,73.0,PCOS,0.09982803144682728,0.36196500098839357,73.0,19.0,9.0,46.0,49.0,A3FPbfONQII,102291.0
3639.0,2.150531406086798,1.9048665605029236,6150.0,4221.0,561.0,polycystic ovarian syndrome,0.0,0.7964896758501379,561.0,28.0,16.0,56.0,0.0,Ylkj2ORlwXc,944689.0
417.0,7.510108021097168,1.7951905100944063,5154.0,3620.0,241.0,polycystic ovarian syndrome,0.10824721024548875,0.35590362566250744,241.0,29.0,23.0,48.0,1.0,FsNKyKS7M_s,1382690.0
804.0,4.062322424528217,2.460116022878909,7211.0,4786.0,74.0,polycystic ovarian syndrome,0.15326620515338985,0.0,74.0,46.0,15.0,39.0,2.0,-y6NkP_VaAQ,183170.0
254.0,2.2356144451093694,2.8847300222483,2494.0,2066.0,221.0,polycystic ovarian syndrome,0.09334616590414699,0.22037904616245763,221.0,23.0,26.0,51.0,3.0,JURdHrYzTYo,395409.0
0.0,0.0,0.0,0.0,0.0,8.0,polycystic ovarian syndrome,0.12113491592430195,0.24577142245791733,8.0,0.0,0.0,0.0,4.0,Az9lWdqebaU,21051.0
706.0,7.739319767056259,4.0232497247545,4776.0,3555.0,58.0,polycystic ovarian syndrome,0.05619096721064075,0.21968638858241887,58.0,34.0,16.0,49.0,5.0,HEwtG3FIIWY,124261.0
628.0,5.757767780457492,4.373527686891472,3357.0,2499.0,205.0,polycystic ovarian syndrome,0.0,0.0,205.0,29.0,23.0,48.0,6.0,YR3rrZV8HVQ,290934.0
92.0,2.422899227261003,2.2697512986155326,1418.0,1068.0,212.0,polycystic ovarian syndrome,0.09535627887158393,0.46765089058667253,212.0,21.0,10.0,13.0,7.0,NouXeM-NzX8,709022.0
677.0,6.192890369077212,6.588095076872081,5959.0,4180.0,170.0,polycystic ovarian syndrome,0.08660223544989748,0.0,170.0,25.0,15.0,60.0,8.0,bFlWfBThT4M,262704.0
11.0,0.19486499102645644,0.07264924654455943,239.0,193.0,15.0,polycystic ovarian syndrome,0.26015225188721525,0.4093687653752695,15.0,2.0,1.0,5.0,9.0,aXB6XzZZhCg,66716.0
162.0,6.674252298581525,1.872274227397528,2924.0,2204.0,11.0,polycystic ovarian syndrome,0.0208033651979823,0.45537747453882116,11.0,13.0,20.0,49.0,10.0,mpM-5BtUg6Q,22311.0
15.0,0.98384291258852,0.2757019496308776,247.0,196.0,12.0,polycystic ovarian syndrome,0.08334882596477186,0.35590362566250744,12.0,1.0,0.0,7.0,11.0,gKx2HB6qU_M,33019.0
2.0,0.2425868219676945,0.09984817981408317,30.0,27.0,6.0,polycystic ovarian syndrome,0.019871301191263412,0.19575695817090558,6.0,1.0,0.0,1.0,12.0,7kP0rSB7SQw,24252.0
20.0,1.0034306022082624,0.2548407723354002,438.0,343.0,3.0,polycystic ovarian syndrome,0.11599951706804376,0.4989668570500014,3.0,3.0,2.0,6.0,13.0,ZhwzILFVCfs,6902.0
3.0,0.13078730913892095,0.0,34.0,30.0,0.0,polycystic ovarian syndrome,0.3571676525329529,0.6891772987441891,0.0,0.0,0.0,3.0,14.0,BgNpATWfR5Y,7120.0
21.0,1.5375932293245134,0.06939272946381538,257.0,233.0,7.0,polycystic ovarian syndrome,0.0,0.5955681463526787,7.0,1.0,2.0,15.0,15.0,-O2tIjbo39E,18772.0
172.0,8.342211991538088,2.564809898119305,2622.0,2096.0,51.0,polycystic ovarian syndrome,0.08552026973883739,0.3883593474754279,51.0,19.0,18.0,55.0,16.0,rUSHbKRvGlE,178345.0
74.0,2.9960380261669037,0.9968863834747044,820.0,729.0,6.0,polycystic ovarian syndrome,0.4568970226084166,0.6133555370249718,6.0,3.0,5.0,57.0,17.0,-DHUiObuX5s,57869.0
0.0,0.0,0.0,0.0,0.0,1.0,polycystic ovarian syndrome,0.0,0.6053485081062915,1.0,0.0,0.0,0.0,18.0,ZISo_udQv9o,4359.0
5.0,0.3708373677979094,0.0,121.0,111.0,2.0,polycystic ovarian syndrome,0.0,0.30004092422837075,2.0,1.0,4.0,0.0,19.0,uFmaj-F4S1c,16434.0
14.0,0.32108472538965316,0.3047030509677733,130.0,120.0,25.0,polycystic ovarian syndrome,0.15097080331344603,0.6133555370249718,25.0,4.0,6.0,1.0,20.0,eQwNU1z-BNg,70808.0
5.0,0.0,0.03807073387159074,82.0,77.0,31.0,polycystic ovarian syndrome,0.0,0.31745016602378545,31.0,1.0,2.0,1.0,21.0,zNLpPlqyS48,43603.0
4.0,0.17961166742308515,0.15086716036504422,32.0,32.0,2.0,polycystic ovarian syndrome,0.12192262886095093,0.3289047202827081,2.0,1.0,0.0,2.0,22.0,qCog4vXgjL4,12441.0
292.0,8.023752059902703,3.605481267632435,2660.0,2133.0,40.0,polycystic ovarian syndrome,0.021913341995608335,0.4355311181947139,40.0,20.0,14.0,63.0,23.0,qz4V_oNoclY,161448.0
405.0,4.919394769461471,2.1141826265990624,4262.0,3241.0,28.0,polycystic ovarian syndrome,0.05859079545698591,0.26122432690178465,28.0,34.0,15.0,51.0,24.0,6HeDoU-EAIE,21414.0
1.0,0.0,0.0,4.0,4.0,3.0,polycystic ovarian syndrome,0.07114759253198831,0.30856189174248533,3.0,0.0,0.0,1.0,25.0,X3yxy-XRBF4,9192.0
267.0,9.616265895703298,2.5307264731300103,4987.0,3503.0,35.0,polycystic ovarian syndrome,0.08535934496807483,0.4756807812648227,35.0,16.0,18.0,66.0,26.0,clp5JHBv_TE,18483.0
2.0,0.02650985642831476,0.0,4.0,4.0,9.0,polycystic ovarian syndrome,0.2386457418957163,0.3432767713643876,9.0,0.0,0.0,1.0,27.0,QBcn2sbqD1g,34397.0
6.0,0.1430802460113627,0.06469096092928792,125.0,104.0,3.0,polycystic ovarian syndrome,0.04726726774488238,0.22647668263544538,3.0,3.0,1.0,0.0,28.0,dQXKNXz_ZCg,28652.0
151.0,7.073432177190616,1.8459407899162477,4305.0,3058.0,168.0,polycystic ovarian syndrome,0.1662120442581312,0.3259716486564082,168.0,19.0,9.0,59.0,29.0,8ZujKJYrEJY,335233.0
5.0,0.5166770517037942,0.26423857306092363,243.0,198.0,8.0,polycystic ovarian syndrome,0.10248256511289046,0.527284111313218,8.0,2.0,0.0,4.0,30.0,9uUb-eBxO1o,31852.0
124.0,3.5959791954055884,1.0982278473934992,1486.0,1127.0,9.0,polycystic ovarian syndrome,0.05492717514517746,0.2826114186856229,9.0,9.0,9.0,22.0,31.0,HcT4K5KkTDE,41129.0
11.0,0.35440157353936413,0.07292781969329602,47.0,44.0,22.0,polycystic ovarian syndrome,0.08193542861821161,0.435531118194714,22.0,1.0,0.0,3.0,32.0,s8eZ4YZOEsM,173515.0
54.0,1.2266978179454824,0.6399791696414862,236.0,223.0,101.0,polycystic ovarian syndrome,0.005174447982125023,0.08551552368472941,101.0,6.0,20.0,3.0,33.0,cHTjVGNMCJ8,292924.0
19.0,1.002081520500408,0.5910524178572377,1103.0,765.0,0.0,polycystic ovarian syndrome,0.1106922458819398,0.3809684104133831,0.0,5.0,0.0,8.0,34.0,9fufph4mBcc,5152.0
16.0,0.3047103464914181,0.059956337159060985,281.0,230.0,10.0,polycystic ovarian syndrome,0.0,0.39351120409397233,10.0,2.0,8.0,5.0,35.0,naO321usSOs,19798.0
49.0,2.080001229266831,0.5987332034543122,1225.0,1002.0,34.0,polycystic ovarian syndrome,0.0,0.32027170183710535,34.0,11.0,3.0,25.0,36.0,kpF0UOI1Lf0,74125.0
11.0,0.6100306567231123,0.6146250393845845,396.0,308.0,8.0,polycystic ovarian syndrome,0.30558485631358717,0.4143517181304215,8.0,2.0,1.0,5.0,37.0,-DMflo_ogho,57114.0
0.0,0.0,0.0,0.0,0.0,1.0,polycystic ovarian syndrome,0.3336179051749668,0.26764078800563507,1.0,0.0,0.0,0.0,38.0,tG0HOqo5dsg,14823.0
38.0,2.4952264345153656,0.506370722145403,428.0,327.0,11.0,polycystic ovarian syndrome,0.023188350464164738,0.44185551537273166,11.0,1.0,10.0,8.0,39.0,U3nnKwWm7WI,37327.0
61.0,3.7336688873658574,0.9378798334814592,639.0,546.0,16.0,polycystic ovarian syndrome,0.020346306026363746,0.4294707402304814,16.0,4.0,7.0,23.0,40.0,F6L9gbaCnMk,49645.0
23.0,0.44433241905010534,0.6749358029522646,180.0,167.0,65.0,polycystic ovarian syndrome,0.12922762967350301,0.21559658944196275,65.0,4.0,6.0,6.0,41.0,PsiNiVU0lig,107156.0
15.0,0.15206423901531443,0.3503458258663672,661.0,498.0,9.0,polycystic ovarian syndrome,0.0,0.2706457222332786,9.0,3.0,2.0,7.0,42.0,eWrJDf3BKIg,21519.0
5.0,0.319341218485946,0.14227988884102044,81.0,74.0,3.0,polycystic ovarian syndrome,0.05108660566610944,0.39319490929121775,3.0,1.0,0.0,2.0,43.0,hidChQ-66Qs,11803.0
1.0,0.0,0.0,1.0,1.0,0.0,polycystic ovarian syndrome,0.3173510588343657,0.4531917116513544,0.0,0.0,1.0,0.0,44.0,CJQKEX_wdD0,7864.0
9.0,0.8941505451357783,0.4242054322395848,138.0,121.0,1.0,polycystic ovarian syndrome,0.013231840033814876,0.2622704392766063,1.0,0.0,0.0,6.0,45.0,53WxEvd7-_w,906.0
8.0,0.6324705308900175,0.46115431604891965,72.0,66.0,5.0,polycystic ovarian syndrome,0.033181292599633615,0.1822652463036333,5.0,2.0,0.0,5.0,46.0,bWgnlT33_20,2208.0
15.0,0.2162353345858627,0.6860079167903028,156.0,143.0,11.0,polycystic ovarian syndrome,0.09998783703834435,0.3883593474754279,11.0,1.0,10.0,4.0,47.0,H3FqkyUy3Kc,41681.0
323.0,1.0254059280814165,1.1824734497089637,2657.0,2108.0,24.0,polycystic ovarian syndrome,0.07293036838521362,0.22037904616245763,24.0,26.0,44.0,30.0,48.0,fcVGZyK7Ugs,19529.0
36.0,0.23098111591656476,0.63468540332018,947.0,762.0,18.0,polycystic ovarian syndrome,0.0,0.4221843811056927,18.0,13.0,4.0,9.0,49.0,8DLXa-If2lg,51459.0
7.0,0.26510204463437914,0.20303503180459748,123.0,105.0,1.0,polydipsia,0.04191976872509035,0.48133416873660545,1.0,3.0,1.0,2.0,0.0,p05ljZF1-1w,6375.0
0.0,0.0,0.0,0.0,0.0,0.0,polydipsia,0.12452724703445014,0.42544053897119916,0.0,0.0,0.0,0.0,1.0,iykQNQ09Reo,418.0
2.0,0.0,0.0,43.0,39.0,0.0,polydipsia,0.0,1.0,0.0,1.0,0.0,1.0,2.0,8ezyDlUF42A,444.0
0.0,0.0,0.0,0.0,0.0,1.0,polydipsia,0.36196500098839357,0.36196500098839357,1.0,0.0,0.0,0.0,3.0,hbINkU6kP0w,96.0
